idx timestamp pi t2 t1+t3
0	1.52509e+09	3.14159	3.42674	0.211958	
0.0166667	1.52509e+09	3.14159	6.8755	0.167275	
0.0333333	1.52509e+09	3.14159	9.98351	0.110396	
0.05	1.52509e+09	3.14159	12.6917	0.140519	
0.0666667	1.52509e+09	3.14159	15.709	0.0834465	
0.0833333	1.52509e+09	3.14159	19.0117	0.116342	
0.1	1.52509e+09	3.14159	22.0396	0.0966256	
0.116667	1.52509e+09	3.14159	24.9475	0.0999947	
0.133333	1.52509e+09	3.14159	27.8477	0.158151	
0.15	1.52509e+09	3.14159	30.9836	0.114445	
0.166667	1.52509e+09	3.14159	34.0755	0.0883031	
0.183333	1.52509e+09	3.14159	36.9237	0.126139	
0.2	1.52509e+09	3.14159	40.1357	0.110898	
0.216667	1.52509e+09	3.14159	43.3437	0.133855	
0.233333	1.52509e+09	3.14159	46.0964	0.1113	
0.25	1.52509e+09	3.14159	49.4036	0.162886	
0.266667	1.52509e+09	3.14159	52.2329	0.237063	
0.283333	1.52509e+09	3.14159	55.2837	0.178754	
0.3	1.52509e+09	3.14159	58.6237	0.223304	
0.316667	1.52509e+09	3.14159	61.4277	0.125365	
0.333333	1.52509e+09	3.14159	64.5637	0.176392	
0.35	1.52509e+09	3.14159	67.7757	0.162175	
0.366667	1.52509e+09	3.14159	71.8157	0.10889	
0.383333	1.52509e+09	3.14159	73.8346	0.105857	
0.4	1.52509e+09	3.14159	76.8917	0.138013	
0.416667	1.52509e+09	3.14159	79.6517	0.171011	
0.433333	1.52509e+09	3.14159	83.6116	0.140175	
0.45	1.52509e+09	3.14159	86.3717	0.144823	
0.466667	1.52509e+09	3.14159	89.4157	0.123574	
0.483333	1.52509e+09	3.14159	92.8757	0.141934	
0.5	1.52509e+09	3.14159	95.7996	0.218378	
0.516667	1.52509e+09	3.14159	98.7876	0.218905	
0.533333	1.52509e+09	3.14159	101.888	0.148396	
0.55	1.52509e+09	3.14159	106.42	0.139995	
0.566667	1.52509e+09	3.14159	107.972	0.124825	
0.583333	1.52509e+09	3.14159	111.172	0.111783	
0.6	1.52509e+09	3.14159	115.264	0.239619	
0.616667	1.52509e+09	3.14159	117.42	0.156876	
0.633333	1.52509e+09	3.14159	120.1	0.132416	
0.65	1.52509e+09	3.14159	123.792	0.183919	
0.666667	1.52509e+09	3.14159	126.48	0.181082	
0.683333	1.52509e+09	3.14159	129.456	0.211329	
0.7	1.52509e+09	3.14159	134.376	0.123214	
0.716667	1.52509e+09	3.14159	135.791	0.168779	
0.733333	1.52509e+09	3.14159	155.604	0.113726	
0.75	1.52509e+09	3.14159	142.57	0.184927	
0.766667	1.52509e+09	3.14159	146	0.152587	
0.783333	1.52509e+09	3.14159	148.956	0.121051	
0.8	1.52509e+09	3.14159	151.416	0.22376	
0.816667	1.52509e+09	3.14159	154.916	0.128826	
0.833333	1.52509e+09	3.14159	157.344	0.107852	
0.85	1.52509e+09	3.14159	159.936	0.137485	
0.866667	1.52509e+09	3.14159	163.396	0.212863	
0.883333	1.52509e+09	3.14159	166.344	0.147037	
0.9	1.52509e+09	3.14159	169.668	0.23559	
0.916667	1.52509e+09	3.14159	175.692	0.193995	
0.933333	1.52509e+09	3.14159	176.296	0.228703	
0.95	1.52509e+09	3.14159	178.463	0.224806	
0.966667	1.52509e+09	3.14159	182.5	0.207863	
0.983333	1.52509e+09	3.14159	186.543	0.171536	
1	1.52509e+09	3.14159	189.328	0.136731	
1.01667	1.52509e+09	3.14159	191.564	0.199646	
1.03333	1.52509e+09	3.14159	194.952	0.156282	
1.05	1.52509e+09	3.14159	197.968	0.157248	
1.06667	1.52509e+09	3.14159	201.612	0.187817	
1.08333	1.52509e+09	3.14159	207.348	0.144378	
1.1	1.52509e+09	3.14159	207.412	0.168368	
1.11667	1.52509e+09	3.14159	211.052	0.238936	
1.13333	1.52509e+09	3.14159	217.512	0.255206	
1.15	1.52509e+09	3.14159	217.436	0.251142	
1.16667	1.52509e+09	3.14159	220.537	0.233382	
1.18333	1.52509e+09	3.14159	223.395	0.176219	
1.2	1.52509e+09	3.14159	225.485	0.175417	
1.21667	1.52509e+09	3.14159	228.718	0.23823	
1.23333	1.52509e+09	3.14159	234.372	0.217337	
1.25	1.52509e+09	3.14159	235.628	0.124668	
1.26667	1.52509e+09	3.14159	241.604	0.202795	
1.28333	1.52509e+09	3.14159	243.532	0.254418	
1.3	1.52509e+09	3.14159	245.492	0.167951	
1.31667	1.52509e+09	3.14159	248.516	0.132368	
1.33333	1.52509e+09	3.14159	250.528	0.123947	
1.35	1.52509e+09	3.14159	254.306	0.232001	
1.36667	1.52509e+09	3.14159	257.758	0.164594	
1.38333	1.52509e+09	3.14159	259.004	0.110162	
1.4	1.52509e+09	3.14159	264.256	0.167545	
1.41667	1.52509e+09	3.14159	269.677	0.144921	
1.43333	1.52509e+09	3.14159	270.248	0.263442	
1.45	1.52509e+09	3.14159	273.892	0.194376	
1.46667	1.52509e+09	3.14159	275.232	0.243613	
1.48333	1.52509e+09	3.14159	278.585	0.134157	
1.5	1.52509e+09	3.14159	282.648	0.260469	
1.51667	1.52509e+09	3.14159	287.076	0.495513	
1.53333	1.52509e+09	3.14159	292.016	1.38242	
1.55	1.52509e+09	3.14159	294.188	0.617088	
1.56667	1.52509e+09	3.14159	294.668	0.137989	
1.58333	1.52509e+09	3.14159	296.304	0.149977	
1.6	1.52509e+09	3.14159	301.487	0.157001	
1.61667	1.52509e+09	3.14159	303.184	0.170346	
1.63333	1.52509e+09	3.14159	309.663	0.171653	
1.65	1.52509e+09	3.14159	307.692	0.226743	
1.66667	1.52509e+09	3.14159	310.156	0.231359	
1.68333	1.52509e+09	3.14159	313.1	0.281802	
1.7	1.52509e+09	3.14159	321.288	0.176646	
1.71667	1.52509e+09	3.14159	318.18	0.267593	
1.73333	1.52509e+09	3.14159	321.021	0.138201	
1.75	1.52509e+09	3.14159	323.756	0.261601	
1.76667	1.52509e+09	3.14159	326.108	0.16443	
1.78333	1.52509e+09	3.14159	328.352	0.16603	
1.8	1.52509e+09	3.14159	333.436	1.8654	
1.81667	1.52509e+09	3.14159	336.318	1.72773	
1.83333	1.52509e+09	3.14159	336.975	0.800828	
1.85	1.52509e+09	3.14159	337.834	0.152307	
1.86667	1.52509e+09	3.14159	339.115	0.226613	
1.88333	1.52509e+09	3.14159	341.504	0.222276	
1.9	1.52509e+09	3.14159	343.852	0.202334	
1.91667	1.52509e+09	3.14159	345.62	0.258406	
1.93333	1.52509e+09	3.14159	350.368	0.188073	
1.95	1.52509e+09	3.14159	350.606	0.215774	
1.96667	1.52509e+09	3.14159	351.985	0.139962	
1.98333	1.52509e+09	3.14159	381.691	0.214807	
2	1.52509e+09	3.14159	356.568	0.176398	
2.01667	1.52509e+09	3.14159	357.872	0.202131	
2.03333	1.52509e+09	3.14159	360.185	0.17842	
2.05	1.52509e+09	3.14159	362.874	0.164866	
2.06667	1.52509e+09	3.14159	366.988	0.180393	
2.08333	1.52509e+09	3.14159	366.004	0.152416	
2.1	1.52509e+09	3.14159	368.28	0.173647	
2.11667	1.52509e+09	3.14159	370.028	0.141459	
2.13333	1.52509e+09	3.14159	373.395	0.149769	
2.15	1.52509e+09	3.14159	372.652	0.270573	
2.16667	1.52509e+09	3.14159	375	0.151063	
2.18333	1.52509e+09	3.14159	377.26	0.231088	
2.2	1.52509e+09	3.14159	378.696	0.134842	
2.21667	1.52509e+09	3.14159	380.768	0.277232	
2.23333	1.52509e+09	3.14159	382.032	0.165276	
2.25	1.52509e+09	3.14159	393.996	0.211421	
2.26667	1.52509e+09	3.14159	386.536	0.179642	
2.28333	1.52509e+09	3.14159	386.732	0.22227	
2.3	1.52509e+09	3.14159	388.612	0.30818	
2.31667	1.52509e+09	3.14159	390.668	0.203291	
2.33333	1.52509e+09	3.14159	392.265	0.286842	
2.35	1.52509e+09	3.14159	393.404	0.304521	
2.36667	1.52509e+09	3.14159	395.164	0.291889	
2.38333	1.52509e+09	3.14159	397.512	0.221601	
2.4	1.52509e+09	3.14159	398.387	0.301049	
2.41667	1.52509e+09	3.14159	417.68	0.273235	
2.43333	1.52509e+09	3.14159	401.464	0.200181	
2.45	1.52509e+09	3.14159	403.153	0.164083	
2.46667	1.52509e+09	3.14159	404.86	0.244545	
2.48333	1.52509e+09	3.14159	405.909	0.18838	
2.5	1.52509e+09	3.14159	407.044	0.171359	
2.51667	1.52509e+09	3.14159	408.86	0.189914	
2.53333	1.52509e+09	3.14159	410.064	0.156063	
2.55	1.52509e+09	3.14159	410.884	0.215875	
2.56667	1.52509e+09	3.14159	413.891	0.221087	
2.58333	1.52509e+09	3.14159	417.356	0.235467	
2.6	1.52509e+09	3.14159	415.904	0.179572	
2.61667	1.52509e+09	3.14159	416.504	0.183817	
2.63333	1.52509e+09	3.14159	417.8	0.235644	
2.65	1.52509e+09	3.14159	422.216	0.200267	
2.66667	1.52509e+09	3.14159	421.677	0.220298	
2.68333	1.52509e+09	3.14159	422.288	0.18795	
2.7	1.52509e+09	3.14159	422.656	0.224164	
2.71667	1.52509e+09	3.14159	423.708	0.22027	
2.73333	1.52509e+09	3.14159	427.464	0.281924	
2.75	1.52509e+09	3.14159	426.464	0.263781	
2.76667	1.52509e+09	3.14159	427.944	0.208666	
2.78333	1.52509e+09	3.14159	428.876	0.20056	
2.8	1.52509e+09	3.14159	431.752	0.267282	
2.81667	1.52509e+09	3.14159	431.864	0.199217	
2.83333	1.52509e+09	3.14159	434.72	0.336811	
2.85	1.52509e+09	3.14159	433.736	0.308422	
2.86667	1.52509e+09	3.14159	435.876	0.193803	
2.88333	1.52509e+09	3.14159	437.347	0.181206	
